0_0_040419,0,2.9271183e-07
1_0_040419,0,3.002984e-07
2_0_040419,0,4.5394763e-06
3_0_040419,0,6.990545e-06
4_0_040419,0,2.409597e-06
5_0_040419,0,2.9880061e-07
6_0_040419,0,7.0256733e-06
7_0_040419,0,2.9271183e-07
8_0_040419,0,6.990545e-06
9_0_040419,0,6.990545e-06
10_0_040419,0,2.9271183e-07
11_0_040419,0,3.242587e-07
12_0_040419,0,3.3188353e-06
13_0_040419,0,6.990545e-06
14_0_040419,0,6.990545e-06
15_0_040419,0,6.990545e-06
16_0_040419,0,6.990545e-06
17_0_040419,0,5.7196826e-07
18_0_040419,0,6.990545e-06
19_0_040419,0,7.0256733e-06
20_0_040419,0,2.9880061e-07
21_0_040419,0,2.9271183e-07
22_0_040419,0,2.409597e-06
23_0_040419,0,2.409597e-06
24_0_040419,0,5.7196826e-07
25_0_040419,0,6.990545e-06
26_0_040419,0,5.1570514e-06
27_0_040419,0,2.9880061e-07
28_0_040419,0,5.7196826e-07
29_0_040419,0,6.990545e-06
30_0_040419,0,6.990545e-06
31_0_040419,0,6.990545e-06
32_0_040419,0,6.990545e-06
33_0_040419,0,5.7196826e-07
34_0_040419,0,6.990545e-06
35_0_040419,0,2.8304962e-07
36_0_040419,0,3.242587e-07
37_0_040419,0,5.7196826e-07
38_0_040419,0,6.990545e-06
39_0_040419,0,6.990545e-06
40_0_040419,0,3.7039982e-07
41_0_040419,0,6.990545e-06
42_0_040419,0,6.990545e-06
43_0_040419,0,6.990545e-06
44_0_040419,0,6.990545e-06
45_0_040419,0,2.9880061e-07
46_0_040419,0,3.3822462e-07
47_0_040419,0,3.459391e-07
48_0_040419,0,2.9880061e-07
49_0_040419,0,5.1570514e-06
50_0_040419,0,3.3822462e-07
51_0_040419,0,6.990545e-06
52_0_040419,0,7.0256733e-06
53_0_040419,0,7.0256733e-06
54_0_040419,0,2.409597e-06
55_0_040419,0,2.9271183e-07
56_0_040419,0,6.990545e-06
57_0_040419,0,6.990545e-06
58_0_040419,0,5.7196826e-07
59_0_040419,0,6.990545e-06
60_0_040419,0,6.990545e-06
61_0_040419,0,2.9271183e-07
62_0_040419,0,6.990545e-06
63_0_040419,0,6.990545e-06
64_0_040419,0,6.990545e-06
65_0_040419,0,6.990545e-06
66_0_040419,0,2.409597e-06
67_0_040419,0,4.1854722e-07
68_0_040419,0,6.990545e-06
69_0_040419,0,3.4867566e-07
70_0_040419,0,3.1188534e-07
71_0_040419,0,4.1854722e-07
72_0_040419,0,6.990545e-06
73_0_040419,0,6.990545e-06
74_0_040419,0,2.9271183e-07
75_0_040419,0,5.7196826e-07
76_0_040419,0,2.9271183e-07
77_0_040419,0,6.990545e-06
78_0_040419,0,3.242587e-07
79_0_040419,0,5.7196826e-07
80_0_040419,0,3.6805926e-07
81_0_040419,0,5.1570514e-06
82_0_040419,0,2.9880061e-07
83_0_040419,0,7.0256733e-06
84_0_040419,0,5.1570514e-06
85_0_040419,0,2.9880061e-07
